symbol,date,open,high,low,close,volume,adjusted
AAPL,2013-01-02,19.7792854309082,19.8214282989502,19.3439292907715,19.6082134246826,560518000,16.7911796569824
AAPL,2013-01-03,19.5671424865723,19.6310710906982,19.3214282989502,19.3607139587402,352965200,16.5792465209961
AAPL,2013-01-04,19.1774997711182,19.2367858886719,18.7796421051025,18.8214282989502,594333600,16.1174354553223
AAPL,2013-01-07,18.6428565979004,18.9035701751709,18.3999996185303,18.71071434021,484156400,16.0226230621338
AAPL,2013-01-08,18.9003562927246,18.9960708618164,18.6160717010498,18.7610702514648,458707200,16.065746307373
AAPL,2013-01-09,18.6607131958008,18.7503566741943,18.4282131195068,18.4678573608398,407604400,15.8146591186523
AAPL,2013-01-10,18.8767852783203,18.8828563690186,18.4114284515381,18.6967868804932,601146000,16.0107040405273
AAPL,2013-01-11,18.6071434020996,18.7614288330078,18.5364284515381,18.5821437835693,350506800,15.9125328063965
AAPL,2013-01-14,17.9528560638428,18.125,17.8039283752441,17.9196434020996,734207600,15.3452081680298
AAPL,2013-01-15,17.7964286804199,17.8210716247559,17.2635707855225,17.3542861938477,876772400,14.8610734939575
AAPL,2013-01-16,17.665714263916,18.1942863464355,17.5892868041992,18.0746421813965,690804800,15.4779367446899
AAPL,2013-01-17,18.2253570556641,18.2410717010498,17.9296436309814,17.9528560638428,453678400,15.3736429214478
AAPL,2013-01-18,17.8042850494385,17.9364280700684,17.7285709381104,17.8571434020996,472922800,15.2916860580444
AAPL,2013-01-22,18.0200004577637,18.1385707855225,17.7367858886719,18.0275001525879,461546400,15.4375648498535
AAPL,2013-01-23,18.1717853546143,18.3924999237061,18.0275001525879,18.3575000762939,861509600,15.7201528549194
AAPL,2013-01-24,16.4285717010498,16.6332149505615,16.0803565979004,16.0892868041992,1460852400,13.7778081893921
AAPL,2013-01-25,16.1317863464355,16.2939281463623,15.5357141494751,15.710000038147,1208026400,13.4530143737793
AAPL,2013-01-28,15.6367864608765,16.186071395874,15.5664291381836,16.065357208252,785517600,13.7573146820068
AAPL,2013-01-29,16.375,16.4357147216797,16.1471424102783,16.3667850494385,571158000,14.0154371261597
AAPL,2013-01-30,16.3214282989502,16.5214290618896,16.2321434020996,16.315357208252,417155200,13.9714012145996
AAPL,2013-01-31,16.3207149505615,16.4028568267822,16.2492866516113,16.2674999237061,319334400,13.9304180145264
AAPL,2013-02-01,16.396785736084,16.4099998474121,16.0125007629395,16.2007141113281,539484400,13.8732261657715
AAPL,2013-02-04,16.2110710144043,16.2835712432861,15.7857141494751,15.7971429824829,477117200,13.5276365280151
AAPL,2013-02-05,15.8589286804199,16.4192867279053,15.793571472168,16.3514289855957,573347600,14.0022897720337
AAPL,2013-02-06,16.3024997711182,16.6607131958008,16.1635704040527,16.3339290618896,593706400,13.9873027801514
AAPL,2013-02-07,16.5446434020996,16.7857131958008,16.2185707092285,16.7221431732178,704580800,14.4032011032104
AAPL,2013-02-08,16.9285717010498,17.1003570556641,16.7232131958008,16.9635715484619,633158400,14.6111440658569
AAPL,2013-02-11,17.0178565979004,17.3192863464355,16.9017868041992,17.1403560638428,517490400,14.7634210586548
AAPL,2013-02-12,17.1253566741943,17.2278575897217,16.7049999237061,16.71071434021,609053200,14.3933582305908
AAPL,2013-02-13,16.686071395874,16.915714263916,16.543571472168,16.6789283752441,475207600,14.3659801483154
AAPL,2013-02-14,16.5900001525879,16.8442859649658,16.5721435546875,16.6639289855957,355275200,14.3530607223511
AAPL,2013-02-15,16.7446422576904,16.7914295196533,16.4257144927979,16.4342861175537,391745200,14.1552619934082
AAPL,2013-02-19,16.4678573608398,16.5260715484619,16.2089290618896,16.4282131195068,435783600,14.150032043457
AAPL,2013-02-20,16.3460712432861,16.3460712432861,16.0285701751709,16.0303573608398,476302400,13.8073463439941
AAPL,2013-02-21,15.9285707473755,16.0417861938477,15.8149995803833,15.9307136535645,447182400,13.7215213775635
AAPL,2013-02-22,16.0446434020996,16.1285705566406,15.9499998092651,16.1003570556641,330654800,13.8676424026489
AAPL,2013-02-25,16.2089290618896,16.2542858123779,15.8060712814331,15.8142862319946,372579200,13.6212406158447
AAPL,2013-02-26,15.8507137298584,16.126428604126,15.6307144165039,16.0346431732178,501499600,13.8110389709473
AAPL,2013-02-27,16.0153560638428,16.1585712432861,15.7375001907349,15.8774995803833,587350400,13.6756868362427
AAPL,2013-02-28,15.8589286804199,15.9953565597534,15.7642860412598,15.7642860412598,322515200,13.5781736373901
AAPL,2013-03-01,15.6428565979004,15.6492862701416,15.3564291000366,15.3739290237427,552448400,13.2419519424438
AAPL,2013-03-04,15.2785711288452,15.292857170105,14.9642858505249,15.0017862319946,582755600,12.9214153289795
