file_path,manufacturer,model,displ,year,cyl,trans,drv,cty,hwy,fl,class
004_writing_multiple_files/car_data_01/ford.csv,ford,expedition 2wd,4.6,1999,8,auto(l4),r,11,17,r,suv
004_writing_multiple_files/car_data_01/ford.csv,ford,expedition 2wd,5.4,1999,8,auto(l4),r,11,17,r,suv
004_writing_multiple_files/car_data_01/ford.csv,ford,expedition 2wd,5.4,2008,8,auto(l6),r,12,18,r,suv
004_writing_multiple_files/car_data_01/ford.csv,ford,explorer 4wd,4,1999,6,auto(l5),4,14,17,r,suv
004_writing_multiple_files/car_data_01/ford.csv,ford,explorer 4wd,4,1999,6,manual(m5),4,15,19,r,suv
004_writing_multiple_files/car_data_01/ford.csv,ford,explorer 4wd,4,1999,6,auto(l5),4,14,17,r,suv
004_writing_multiple_files/car_data_01/ford.csv,ford,explorer 4wd,4,2008,6,auto(l5),4,13,19,r,suv
004_writing_multiple_files/car_data_01/ford.csv,ford,explorer 4wd,4.6,2008,8,auto(l6),4,13,19,r,suv
004_writing_multiple_files/car_data_01/ford.csv,ford,explorer 4wd,5,1999,8,auto(l4),4,13,17,r,suv
004_writing_multiple_files/car_data_01/ford.csv,ford,f150 pickup 4wd,4.2,1999,6,auto(l4),4,14,17,r,pickup
004_writing_multiple_files/car_data_01/ford.csv,ford,f150 pickup 4wd,4.2,1999,6,manual(m5),4,14,17,r,pickup
004_writing_multiple_files/car_data_01/ford.csv,ford,f150 pickup 4wd,4.6,1999,8,manual(m5),4,13,16,r,pickup
004_writing_multiple_files/car_data_01/ford.csv,ford,f150 pickup 4wd,4.6,1999,8,auto(l4),4,13,16,r,pickup
004_writing_multiple_files/car_data_01/ford.csv,ford,f150 pickup 4wd,4.6,2008,8,auto(l4),4,13,17,r,pickup
004_writing_multiple_files/car_data_01/ford.csv,ford,f150 pickup 4wd,5.4,1999,8,auto(l4),4,11,15,r,pickup
004_writing_multiple_files/car_data_01/ford.csv,ford,f150 pickup 4wd,5.4,2008,8,auto(l4),4,13,17,r,pickup
004_writing_multiple_files/car_data_01/ford.csv,ford,mustang,3.8,1999,6,manual(m5),r,18,26,r,subcompact
004_writing_multiple_files/car_data_01/ford.csv,ford,mustang,3.8,1999,6,auto(l4),r,18,25,r,subcompact
004_writing_multiple_files/car_data_01/ford.csv,ford,mustang,4,2008,6,manual(m5),r,17,26,r,subcompact
004_writing_multiple_files/car_data_01/ford.csv,ford,mustang,4,2008,6,auto(l5),r,16,24,r,subcompact
004_writing_multiple_files/car_data_01/ford.csv,ford,mustang,4.6,1999,8,auto(l4),r,15,21,r,subcompact
004_writing_multiple_files/car_data_01/ford.csv,ford,mustang,4.6,1999,8,manual(m5),r,15,22,r,subcompact
004_writing_multiple_files/car_data_01/ford.csv,ford,mustang,4.6,2008,8,manual(m5),r,15,23,r,subcompact
004_writing_multiple_files/car_data_01/ford.csv,ford,mustang,4.6,2008,8,auto(l5),r,15,22,r,subcompact
004_writing_multiple_files/car_data_01/ford.csv,ford,mustang,5.4,2008,8,manual(m6),r,14,20,p,subcompact
