file_path,manufacturer,model,displ,year,cyl,trans,drv,cty,hwy,fl,class
004_writing_multiple_files/car_data_01/dodge.csv,dodge,caravan 2wd,2.4,1999,4,auto(l3),f,18,24,r,minivan
004_writing_multiple_files/car_data_01/dodge.csv,dodge,caravan 2wd,3,1999,6,auto(l4),f,17,24,r,minivan
004_writing_multiple_files/car_data_01/dodge.csv,dodge,caravan 2wd,3.3,1999,6,auto(l4),f,16,22,r,minivan
004_writing_multiple_files/car_data_01/dodge.csv,dodge,caravan 2wd,3.3,1999,6,auto(l4),f,16,22,r,minivan
004_writing_multiple_files/car_data_01/dodge.csv,dodge,caravan 2wd,3.3,2008,6,auto(l4),f,17,24,r,minivan
004_writing_multiple_files/car_data_01/dodge.csv,dodge,caravan 2wd,3.3,2008,6,auto(l4),f,17,24,r,minivan
004_writing_multiple_files/car_data_01/dodge.csv,dodge,caravan 2wd,3.3,2008,6,auto(l4),f,11,17,e,minivan
004_writing_multiple_files/car_data_01/dodge.csv,dodge,caravan 2wd,3.8,1999,6,auto(l4),f,15,22,r,minivan
004_writing_multiple_files/car_data_01/dodge.csv,dodge,caravan 2wd,3.8,1999,6,auto(l4),f,15,21,r,minivan
004_writing_multiple_files/car_data_01/dodge.csv,dodge,caravan 2wd,3.8,2008,6,auto(l6),f,16,23,r,minivan
004_writing_multiple_files/car_data_01/dodge.csv,dodge,caravan 2wd,4,2008,6,auto(l6),f,16,23,r,minivan
004_writing_multiple_files/car_data_01/dodge.csv,dodge,dakota pickup 4wd,3.7,2008,6,manual(m6),4,15,19,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,dakota pickup 4wd,3.7,2008,6,auto(l4),4,14,18,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,dakota pickup 4wd,3.9,1999,6,auto(l4),4,13,17,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,dakota pickup 4wd,3.9,1999,6,manual(m5),4,14,17,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,dakota pickup 4wd,4.7,2008,8,auto(l5),4,14,19,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,dakota pickup 4wd,4.7,2008,8,auto(l5),4,14,19,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,dakota pickup 4wd,4.7,2008,8,auto(l5),4,9,12,e,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,dakota pickup 4wd,5.2,1999,8,manual(m5),4,11,17,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,dakota pickup 4wd,5.2,1999,8,auto(l4),4,11,15,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,durango 4wd,3.9,1999,6,auto(l4),4,13,17,r,suv
004_writing_multiple_files/car_data_01/dodge.csv,dodge,durango 4wd,4.7,2008,8,auto(l5),4,13,17,r,suv
004_writing_multiple_files/car_data_01/dodge.csv,dodge,durango 4wd,4.7,2008,8,auto(l5),4,9,12,e,suv
004_writing_multiple_files/car_data_01/dodge.csv,dodge,durango 4wd,4.7,2008,8,auto(l5),4,13,17,r,suv
004_writing_multiple_files/car_data_01/dodge.csv,dodge,durango 4wd,5.2,1999,8,auto(l4),4,11,16,r,suv
004_writing_multiple_files/car_data_01/dodge.csv,dodge,durango 4wd,5.7,2008,8,auto(l5),4,13,18,r,suv
004_writing_multiple_files/car_data_01/dodge.csv,dodge,durango 4wd,5.9,1999,8,auto(l4),4,11,15,r,suv
004_writing_multiple_files/car_data_01/dodge.csv,dodge,ram 1500 pickup 4wd,4.7,2008,8,manual(m6),4,12,16,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,ram 1500 pickup 4wd,4.7,2008,8,auto(l5),4,9,12,e,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,ram 1500 pickup 4wd,4.7,2008,8,auto(l5),4,13,17,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,ram 1500 pickup 4wd,4.7,2008,8,auto(l5),4,13,17,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,ram 1500 pickup 4wd,4.7,2008,8,manual(m6),4,12,16,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,ram 1500 pickup 4wd,4.7,2008,8,manual(m6),4,9,12,e,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,ram 1500 pickup 4wd,5.2,1999,8,auto(l4),4,11,15,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,ram 1500 pickup 4wd,5.2,1999,8,manual(m5),4,11,16,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,ram 1500 pickup 4wd,5.7,2008,8,auto(l5),4,13,17,r,pickup
004_writing_multiple_files/car_data_01/dodge.csv,dodge,ram 1500 pickup 4wd,5.9,1999,8,auto(l4),4,11,15,r,pickup
